val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.002554955688352655,82.73521359194616,0.009273414810014273,9956.835511391353
0.0015119072523766648,46.117164769749735,0.002143189586787492,4219.921059704186
0.0012614855575126857,40.556998584528635,0.0015487047023853757,6253.708694367913
0.0015575583922698246,37.64366100700038,0.0013795281087772714,3706.044877735185
0.0012391821712551127,30.484508742800184,0.0012974162200544283,2398.8007078001847
0.0011168002971722545,33.538499024263615,0.0012267207190469636,3089.224844277321
0.0010244118047145546,45.49953783849242,0.0012129667975591877,2895.034669169673
0.0013698386963624449,36.77496391344982,0.001177759539798128,2039.962679106896
0.0010579742486796276,47.65549418455476,0.0011459258076623863,2614.600310333813
0.0010810720888159244,26.266121957863973,0.0011170797213061923,2518.987706620016
0.0010249198068846847,47.69045933037047,0.0010942820568427282,2530.2857176944
0.0009361385481538115,23.315540746215042,0.0010871750343417507,1839.3109871940592
0.0009743800254011821,24.01325399556737,0.0010649522233478698,3237.485816878781
0.0009826154304982703,22.37270189516104,0.0010449740897694887,2201.6714990449987
0.0009850285904315912,47.57555356359786,0.0010308796316882674,3032.3548287869266
0.001003610719496586,27.887055838032133,0.0010087624824398672,2180.1194578711857
0.0009502875388030461,29.51189500845162,0.0010154080483837475,952.2981314661678
0.0009771391092784775,23.339530067686823,0.0009866623907152916,1518.6808042101366
0.0009208746510075856,16.34505338972541,0.0009839429368349458,1331.311885509194
0.001075850713517588,29.808098271849808,0.0009687262502827862,1887.02939633458
0.0010072287511685566,56.08527473401112,0.0009507825639050392,2833.7848524619862
0.0009200692681038076,22.643377248193048,0.0009502210475196207,1827.5248547460337
0.0009459303275816985,16.185449694979724,0.000935982574694825,1546.8726294441244
0.000885336577542316,39.392449640164706,0.000942818133763607,1432.7928521923652
0.0009326940404613069,35.1379449346263,0.000906390756899411,2073.1636268581938
0.0008469850012875358,24.539571730498295,0.0009117804655329821,1423.9488098202887
0.0008794009612664094,19.265201476273262,0.0009177727476989634,2677.4666922641454
0.0009168528986184199,20.405860516979438,0.0009035556048184325,1433.0134436371375
0.0008405022025975891,20.358041376976452,0.0008965559963775415,1407.9234041018442
0.0008525434055048261,23.901729272733068,0.0008946095332745148,2078.0335148459662
0.0008821892763775696,24.025687389009317,0.0008846489560343695,1279.186026663276
0.0008530360942774684,25.394447569634504,0.0008901157685023994,2303.9098923801416
0.0008707327033010472,15.322824840181193,0.0008826091884098241,1523.0403725782262
0.0008000481428480619,18.76902614034665,0.0008665522680548132,1274.9103010011756
0.0008190053370173214,17.33824065627566,0.0008790783060436406,1601.1089786758873
0.0009578274246149512,16.885734312701377,0.0008690715624892212,2169.9577768134354
0.000844582890160011,15.653941000191269,0.0008640880747559523,648.692283872501
0.0008344885703713105,20.555022012504043,0.0008554696062303803,1603.4264317613356
0.0008155258664020461,17.3350909093383,0.0008334135888670523,1212.489275349767
0.0008136897640018041,18.744563108796527,0.0008504811412031436,721.2166451506888
0.0008260171069277177,21.95341678303518,0.0008404640082608092,678.452228050109
0.0008303778666845719,19.742528266663765,0.0008350436122781436,930.7325685135601
0.0007661027639407655,16.250711104520565,0.0008248372234767018,1330.0287174653827
0.0009305348390324789,18.034288277595667,0.0008277602644937295,1055.9639114348145
0.0007660220076191346,15.69170110909043,0.0008101434476178197,1340.4301900914838
0.0008258652651443733,18.113141107255487,0.0008073621378731386,1088.5966509462235
0.0007502466499891465,22.51396772056628,0.0008034932821439414,1727.5772886588506
0.0007556017253927555,18.46664984636246,0.0008000314209411012,1143.56733485594
0.0008522090134299864,41.028121588640154,0.0008006481435123663,1541.1321474229912
0.0007515716550361578,19.818366362942253,0.0007867544759990362,2214.532879834014
